,DL,IL,EL
8406,2,5,3
4053,1,1,7
5133,2,4,4
5715,2,3,2
4708,1,2,4
685,1,2,6
7431,2,2,4
2013,1,2,10
2695,1,3,9
734,1,1,2
8999,2,3,3
7297,2,5,6
7199,2,5,6
1379,1,2,4
2139,1,3,4
6800,2,5,4
3555,1,2,10
965,1,1,5
9453,2,4,3
3860,1,2,8
3205,1,2,1
1053,1,1,9
3146,1,1,2
8584,2,3,6
735,1,1,1
9299,2,5,5
9848,2,5,6
2201,1,3,2
9887,2,3,7
7984,2,1,1
1100,1,2,2
1326,1,1,9
7141,2,3,3
4143,1,3,3
2844,1,2,10
1368,1,3,10
6858,2,4,5
1017,1,1,3
1278,1,2,9
6123,2,2,6
3629,1,3,2
6033,2,2,1
3546,1,1,5
4283,1,1,1
818,1,3,1
842,1,3,4
121,1,1,2
4911,1,1,10
1671,1,3,4
1609,1,2,5
8888,2,4,2
2415,1,3,8
4513,1,1,9
5242,2,1,4
8229,2,2,1
6465,2,4,3
1738,1,3,5
3735,1,3,1
6878,2,2,4
4326,1,1,8
2246,1,2,10
9893,2,1,5
1273,1,1,1
504,1,2,2
8399,2,3,4
2623,1,1,2
624,1,2,10
355,1,2,2
9375,2,4,2
615,1,1,6
408,1,1,1
4340,1,2,8
620,1,2,5
5190,2,1,4
6338,2,3,7
8111,2,2,3
6846,2,4,6
5803,2,1,6
8441,2,5,5
4224,1,3,4
4907,1,3,10
9983,2,1,1
8784,2,5,5
6954,2,1,6
215,1,3,8
8422,2,5,1
9646,2,3,5
3408,1,1,4
7413,2,4,6
7040,2,1,2
3274,1,3,5
5110,2,3,2
7851,2,1,5
4845,1,1,1
1035,1,3,9
6440,2,1,3
7126,2,4,6
277,1,3,1
9136,2,4,6
8246,2,1,1
491,1,1,7
9691,2,2,7
3801,1,3,8
8249,2,1,2
5506,2,2,3
1676,1,2,7
9928,2,4,7
0,1,1,10
9252,2,5,3
1778,1,3,5
9769,2,5,1
4376,1,2,8
4195,1,1,7
6874,2,5,1
2819,1,1,7
3502,1,1,5
7121,2,4,6
1156,1,1,3
3023,1,1,4
358,1,1,6
521,1,2,8
9510,2,5,7
5634,2,5,1
1013,1,3,8
1956,1,2,8
5902,2,3,1
4354,1,3,9
2263,1,3,9
2522,1,3,4
2266,1,1,1
5437,2,1,6
812,1,3,4
9873,2,1,6
2859,1,2,7
5396,2,2,7
4765,1,2,9
8836,2,2,4
8645,2,4,3
2265,1,1,10
3373,1,2,8
4047,1,2,2
9909,2,2,2
2055,1,3,4
1285,1,1,4
625,1,3,3
5394,2,2,4
5094,2,5,5
6763,2,5,2
7802,2,2,7
8745,2,1,4
2234,1,1,5
1712,1,1,1
6356,2,5,3
25,1,1,6
4126,1,1,2
8933,2,2,4
4956,1,3,3
1504,1,3,9
4505,1,2,9
8303,2,4,4
4544,1,3,2
2590,1,2,6
2646,1,1,2
5767,2,4,5
2314,1,2,2
2950,1,2,9
8131,2,4,3
7845,2,4,4
9849,2,4,5
2168,1,1,5
4787,1,2,4
2710,1,3,9
3909,1,1,10
3923,1,1,1
5879,2,1,7
8326,2,4,2
7407,2,4,3
3160,1,1,3
7812,2,5,1
8826,2,3,7
7397,2,3,5
4944,1,1,1
984,1,3,10
7240,2,1,5
1451,1,2,5
3591,1,1,5
5413,2,3,4
7940,2,3,1
7245,2,1,7
6690,2,1,1
989,1,2,3
2608,1,1,7
6082,2,4,1
9239,2,2,1
9093,2,3,3
4460,1,3,10
6263,2,2,1
9946,2,5,5
6562,2,4,7
5529,2,2,6
2934,1,2,7
4868,1,2,9
2281,1,2,1
3302,1,2,6
4758,1,2,6
1136,1,3,2
2138,1,3,2
1631,1,3,8
9796,2,4,5
6551,2,3,3
2442,1,2,5
5521,2,5,7
56,1,1,7
4950,1,2,10
5665,2,1,7
1396,1,2,9
5472,2,4,2
5831,2,3,4
8734,2,1,1
8580,2,3,3
8209,2,3,2
4963,1,3,4
7528,2,1,1
3057,1,2,4
6219,2,2,5
4965,1,2,2
9135,2,5,5
8773,2,2,6
634,1,2,5
1891,1,2,9
4034,1,2,5
6054,2,1,4
4046,1,1,8
7715,2,3,6
1780,1,3,8
4377,1,2,8
1743,1,3,4
6155,2,3,3
9764,2,1,4
2451,1,3,4
1165,1,3,10
702,1,3,10
3041,1,2,9
3562,1,1,2
471,1,1,9
2546,1,1,8
5194,2,1,3
1568,1,3,6
1202,1,1,5
8876,2,2,4
1181,1,1,5
5108,2,2,5
200,1,3,5
7924,2,2,5
7309,2,4,7
6408,2,4,3
4715,1,3,5
1149,1,1,1
9975,2,3,7
4858,1,2,8
3441,1,1,8
4262,1,2,1
8316,2,3,5
413,1,1,1
1675,1,2,1
192,1,3,5
4823,1,1,5
8279,2,5,2
4614,1,3,7
3934,1,2,9
7479,2,2,7
9193,2,5,7
5393,2,4,1
2395,1,2,5
3945,1,1,1
231,1,1,5
300,1,3,1
5037,2,5,4
1564,1,1,1
8794,2,3,6
5225,2,1,2
7234,2,4,7
8948,2,4,5
4695,1,3,2
8824,2,3,4
4609,1,2,3
1991,1,3,5
5313,2,1,6
9119,2,1,5
777,1,2,9
6771,2,2,7
4013,1,3,1
8949,2,2,1
4538,1,3,10
9757,2,3,2
1754,1,1,4
6037,2,2,5
1506,1,1,1
6720,2,3,5
4175,1,1,5
1520,1,3,2
506,1,3,3
6068,2,4,3
70,1,3,8
5456,2,2,7
8015,2,2,2
4920,1,3,7
867,1,1,2
3151,1,3,1
8808,2,4,3
7936,2,5,3
9471,2,3,5
136,1,1,1
7688,2,4,1
9162,2,3,6
3636,1,2,4
8986,2,2,7
1446,1,3,8
1096,1,3,5
2598,1,3,2
8897,2,3,5
256,1,2,9
6181,2,5,2
3766,1,2,7
4090,1,3,7
1997,1,3,1
1302,1,2,7
7114,2,4,5
2965,1,2,4
7293,2,4,3
487,1,3,7
2054,1,3,8
8307,2,3,1
4870,1,3,1
7796,2,4,3
2872,1,1,5
3980,1,3,2
4990,1,2,8
3006,1,1,8
856,1,3,3
2256,1,3,7
5637,2,5,3
2363,1,2,9
4957,1,1,2
9017,2,1,6
7899,2,5,2
4995,1,1,6
4483,1,3,8
5615,2,3,3
731,1,1,10
8655,2,1,1
7163,2,1,7
9729,2,2,1
5126,2,2,1
4596,1,3,1
9991,2,3,4
7197,2,5,2
4818,1,1,2
3277,1,1,10
6792,2,3,7
5138,2,1,2
7631,2,3,5
9234,2,2,3
5757,2,4,3
5552,2,3,4
1966,1,3,4
8081,2,3,6
9886,2,1,4
3551,1,1,7
2446,1,1,3
5478,2,2,7
6972,2,4,2
1408,1,1,5
1573,1,2,7
7065,2,5,6
8559,2,3,3
9527,2,5,2
1634,1,1,3
1130,1,3,1
2851,1,3,6
6303,2,5,4
9206,2,2,3
65,1,2,4
1681,1,3,6
3833,1,2,2
2602,1,2,10
9498,2,4,1
9664,2,5,5
3298,1,2,5
5523,2,2,1
3912,1,2,9
8314,2,1,4
9169,2,4,6
3175,1,2,10
8506,2,4,7
5204,2,5,7
8868,2,3,2
4395,1,3,8
1298,1,3,8
7901,2,2,4
9123,2,2,5
2118,1,2,2
5963,2,5,1
5011,1,2,7
6192,2,2,5
3179,1,2,3
2345,1,1,4
8365,2,3,5
2981,1,3,3
5333,2,3,7
8118,2,3,5
2577,1,1,4
94,1,3,9
2568,1,2,3
5251,2,2,3
7514,2,3,2
5018,1,2,8
7070,2,2,1
5222,2,5,3
3652,1,3,4
1338,1,3,7
2815,1,1,3
4252,1,1,9
1410,1,3,8
2225,1,2,8
3340,1,3,9
2285,1,3,8
149,1,1,5
4246,1,3,7
4510,1,2,10
6840,2,3,3
5429,2,5,4
7770,2,4,7
6504,2,3,3
3648,1,2,10
3456,1,1,3
6953,2,5,7
3143,1,3,6
4835,1,1,4
4132,1,1,7
8073,2,2,7
855,1,1,1
8318,2,5,3
5550,2,2,1
7305,2,4,2
2731,1,1,1
5115,2,1,7
5199,2,4,6
9759,2,3,1
4024,1,1,5
9126,2,4,4
9323,2,1,3
8754,2,4,6
1787,1,1,1
4045,1,1,4
2917,1,1,9
8006,2,1,5
2613,1,2,10
802,1,3,2
6651,2,3,1
4264,1,2,2
3889,1,3,10
7656,2,4,5
8155,2,4,6
5008,1,2,4
6004,2,1,1
6928,2,1,3
3640,1,3,8
4409,1,2,10
6790,2,4,4
4433,1,1,4
9020,2,1,5
21,1,1,4
4118,1,2,3
9790,2,2,4
3639,1,3,2
2004,1,1,6
3758,1,3,10
17,1,1,10
4525,1,3,8
8262,2,5,7
7971,2,2,2
8333,2,4,5
6818,2,1,3
3434,1,1,4
3035,1,2,1
633,1,2,1
7903,2,1,6
5162,2,5,5
580,1,2,2
8047,2,3,6
9189,2,1,3
4410,1,1,10
7604,2,5,7
3914,1,3,8
1908,1,2,6
7262,2,2,5
9500,2,2,5
1018,1,1,8
5299,2,3,3
6943,2,3,4
2659,1,1,2
8250,2,2,2
9516,2,5,7
5111,2,3,2
9854,2,1,7
3293,1,2,1
9899,2,1,6
5165,2,2,6
9751,2,4,4
6217,2,2,2
2206,1,2,3
4986,1,3,10
7043,2,5,7
7508,2,2,1
9144,2,3,2
1447,1,1,10
904,1,2,1
8186,2,1,3
9721,2,4,5
3994,1,1,9
4859,1,2,2
1267,1,2,4
5932,2,5,3
2398,1,3,8
4546,1,2,2
4207,1,2,7
9382,2,4,3
3489,1,2,4
4081,1,1,10
8821,2,2,3
7169,2,4,5
2204,1,3,6
6060,2,3,4
3815,1,2,9
4297,1,1,3
5860,2,2,5
2930,1,1,8
7891,2,3,1
5213,2,5,7
1546,1,2,5
1032,1,2,6
3468,1,2,2
3823,1,1,10
1205,1,2,7
1679,1,3,1
2989,1,3,5
4043,1,1,6
6066,2,3,6
2001,1,1,10
5924,2,3,2
4163,1,2,1
6812,2,1,1
7301,2,5,4
5306,2,2,6
2709,1,1,8
6599,2,1,1
1110,1,2,2
8730,2,2,7
7445,2,4,4
3903,1,1,9
3219,1,1,5
4179,1,2,9
887,1,2,3
4452,1,1,10
6675,2,2,2
8501,2,2,2
4120,1,3,4
3659,1,3,2
8612,2,1,7
6781,2,4,4
939,1,3,3
6905,2,1,1
7160,2,5,7
305,1,2,3
2251,1,1,4
3932,1,1,1
8055,2,5,1
1911,1,1,1
7454,2,1,7
1863,1,3,5
1917,1,1,10
4243,1,1,7
9717,2,3,7
8591,2,4,5
2977,1,1,1
698,1,3,2
3995,1,2,10
8673,2,5,3
8546,2,4,4
7311,2,2,5
773,1,3,1
9001,2,3,1
6877,2,5,3
6590,2,4,1
307,1,2,8
4492,1,2,6
3585,1,2,10
3452,1,2,7
977,1,1,3
4519,1,2,2
9132,2,1,5
9027,2,3,4
8093,2,1,7
5798,2,3,3
9031,2,4,4
4854,1,2,7
2140,1,2,3
7306,2,2,7
9963,2,1,4
7838,2,4,6
6836,2,5,4
7067,2,2,3
1661,1,3,10
9872,2,5,7
1190,1,3,4
8985,2,1,7
7142,2,5,7
3361,1,3,8
4504,1,3,2
3917,1,3,3
4371,1,3,2
556,1,3,3
9943,2,1,2
9842,2,3,1
6164,2,5,5
7690,2,3,5
8650,2,1,6
2813,1,1,9
8207,2,5,5
182,1,1,7
7,1,2,8
1486,1,3,4
4031,1,3,3
343,1,1,9
6457,2,3,7
3857,1,1,7
1740,1,1,3
1500,1,3,8
6253,2,4,7
6304,2,4,6
2482,1,2,8
1042,1,2,2
6197,2,3,3
5068,2,4,5
8011,2,4,7
2667,1,2,4
365,1,3,4
6328,2,4,4
1430,1,1,7
2619,1,2,1
8097,2,2,3
9956,2,5,2
5815,2,3,5
9506,2,5,3
1046,1,3,10
8996,2,2,6
8839,2,1,5
2970,1,2,9
6908,2,2,4
5795,2,5,5
6726,2,3,4
60,1,1,9
2747,1,1,1
4872,1,3,8
6637,2,3,5
8751,2,2,3
3732,1,2,8
6606,2,1,6
8466,2,5,6
8446,2,3,3
1599,1,2,5
8955,2,2,1
9109,2,1,1
766,1,2,5
1542,1,3,7
5080,2,2,5
5294,2,1,2
1879,1,2,10
2923,1,2,4
5308,2,3,5
5986,2,1,3
9344,2,2,5
5953,2,4,2
7732,2,2,7
9863,2,2,4
8296,2,5,4
2823,1,2,5
9700,2,4,1
7214,2,3,4
174,1,3,7
2083,1,3,10
1960,1,1,9
6184,2,2,6
1648,1,2,4
5002,1,2,6
1219,1,2,7
2223,1,3,8
8886,2,1,3
3206,1,1,1
1393,1,3,7
6799,2,5,6
1081,1,1,8
7039,2,4,7
2853,1,2,2
6093,2,2,1
8905,2,5,7
2133,1,3,8
8555,2,3,5
821,1,3,4
6109,2,2,1
3051,1,3,3
5782,2,5,1
801,1,3,9
1209,1,1,6
6503,2,2,5
8362,2,2,7
8510,2,4,3
8428,2,5,7
9699,2,4,5
5565,2,1,3
4041,1,3,5
9881,2,3,1
739,1,3,7
1442,1,1,4
7747,2,2,6
8568,2,3,5
4880,1,2,5
8671,2,5,5
7110,2,4,6
8008,2,1,2
2575,1,3,9
8391,2,2,1
6189,2,4,4
2,1,2,3
2697,1,3,5
4059,1,1,8
1949,1,1,5
8636,2,4,7
393,1,1,9
1104,1,2,3
9732,2,1,1
6281,2,5,3
6605,2,5,3
4793,1,2,2
2198,1,2,2
9490,2,1,3
7711,2,2,5
3210,1,1,5
3538,1,2,10
1850,1,2,5
3898,1,3,6
7350,2,4,2
8732,2,3,4
7569,2,2,1
1481,1,2,4
2616,1,3,10
4389,1,2,7
2216,1,3,4
3814,1,1,6
3462,1,2,7
5675,2,4,6
7932,2,5,6
53,1,1,1
7803,2,3,6
6020,2,3,1
6798,2,4,3
782,1,1,9
6689,2,5,4
3667,1,2,6
4988,1,2,4
3791,1,1,7
7970,2,4,1
711,1,2,9
8752,2,3,7
8449,2,1,5
7543,2,4,4
1003,1,1,7
6012,2,1,7
5083,2,4,4
5968,2,1,5
7536,2,4,1
2299,1,3,5
7119,2,1,5
7512,2,1,1
1353,1,1,4
1766,1,3,5
1608,1,1,9
1351,1,1,1
5537,2,1,5
3421,1,3,2
5884,2,4,6
8785,2,4,3
4000,1,2,8
2733,1,2,8
8499,2,1,5
2215,1,2,5
9128,2,2,7
8460,2,1,3
7705,2,1,7
8361,2,1,3
4329,1,3,4
9472,2,5,4
90,1,3,5
7608,2,2,6
3032,1,3,10
1523,1,2,8
6316,2,5,2
7007,2,3,4
6569,2,4,1
2818,1,1,2
8295,2,4,1
5666,2,4,2
6584,2,5,3
8287,2,5,3
5780,2,1,5
2992,1,1,4
6967,2,3,2
4077,1,2,8
2272,1,3,10
7423,2,4,4
3008,1,1,9
8707,2,5,1
757,1,2,9
9011,2,2,7
5431,2,5,5
5466,2,2,4
3953,1,2,5
6677,2,2,7
7985,2,1,1
5323,2,2,1
7720,2,2,5
8009,2,4,2
4933,1,1,7
8168,2,4,5
2848,1,3,8
1330,1,3,2
8893,2,1,5
6896,2,2,3
3703,1,3,7
4601,1,2,7
5749,2,2,7
3956,1,2,1
8558,2,2,7
3721,1,3,2
1355,1,2,2
1462,1,3,3
2181,1,3,5
3141,1,2,6
9012,2,1,6
3109,1,2,5
3372,1,2,6
2994,1,1,8
2516,1,1,2
3813,1,2,2
452,1,3,2
3262,1,1,3
8894,2,3,7
6933,2,4,2
4918,1,1,7
3198,1,1,4
4707,1,2,6
1058,1,3,9
7966,2,1,1
4295,1,2,5
3660,1,3,6
2777,1,1,6
3954,1,1,8
5655,2,2,3
2091,1,1,2
8706,2,1,4
3370,1,3,9
6784,2,1,3
7189,2,5,4
5846,2,2,4
5085,2,1,4
1624,1,2,7
6000,2,4,6
2308,1,2,4
6573,2,4,6
1011,1,2,4
3033,1,2,1
9154,2,1,1
9127,2,2,6
1344,1,3,8
2094,1,3,4
9569,2,1,4
3157,1,2,8
7376,2,3,7
1020,1,1,4
6150,2,2,6
4218,1,1,4
6482,2,1,3
581,1,3,5
7198,2,4,4
5990,2,3,2
728,1,3,3
2199,1,2,3
6333,2,5,4
4670,1,2,5
3969,1,3,5
3187,1,1,8
5178,2,1,7
7149,2,5,7
2557,1,2,5
9514,2,3,2
9749,2,4,6
7596,2,2,6
6807,2,2,2
2027,1,3,9
5089,2,2,7
206,1,1,10
7384,2,4,1
9645,2,3,3
970,1,3,9
2787,1,2,6
4943,1,1,4
9839,2,2,3
8669,2,3,7
1122,1,3,2
3816,1,3,10
2085,1,3,10
9267,2,5,2
2722,1,3,3
3353,1,2,7
5187,2,4,3
6619,2,2,7
3444,1,3,1
4840,1,2,5
5420,2,4,2
1341,1,3,8
2972,1,2,8
5144,2,5,7
9479,2,3,3
9477,2,2,3
1131,1,2,3
1193,1,3,10
8914,2,3,6
4062,1,2,2
1948,1,3,3
4439,1,1,3
8113,2,1,4
2260,1,2,3
8670,2,5,1
6476,2,3,6
4512,1,3,2
318,1,2,9
9043,2,5,2
6196,2,1,5
6791,2,5,6
3291,1,3,8
3477,1,2,3
6178,2,5,2
8813,2,2,6
427,1,2,5
9805,2,3,2
5153,2,1,3
3532,1,1,9
9618,2,3,4
570,1,3,8
8600,2,2,3
7252,2,5,1
7589,2,5,4
6334,2,3,1
6063,2,4,1
4532,1,3,5
6627,2,2,1
6249,2,3,7
8100,2,4,2
7923,2,1,7
4722,1,3,3
9424,2,2,5
140,1,2,5
2962,1,2,3
49,1,2,7
7488,2,1,3
7879,2,2,4
4178,1,1,3
9939,2,4,4
7035,2,5,7
2284,1,2,3
7976,2,3,6
4146,1,3,1
8187,2,3,7
4349,1,2,3
9783,2,3,7
9825,2,3,2
4662,1,3,9
3461,1,2,8
9068,2,3,5
2914,1,1,8
415,1,1,7
1562,1,3,8
1871,1,2,7
8276,2,3,6
5792,2,2,5
5140,2,5,7
5469,2,5,6
4272,1,2,2
9010,2,2,4
8340,2,2,5
9474,2,2,7
8847,2,5,1
4276,1,3,7
9944,2,3,3
5976,2,1,3
5706,2,5,5
186,1,3,10
1201,1,1,5
1920,1,2,7
4296,1,2,8
4447,1,3,10
4866,1,2,2
7890,2,4,6
6725,2,5,7
5923,2,5,5
3491,1,3,6
8756,2,3,1
6709,2,2,3
8865,2,1,6
4313,1,3,1
2648,1,2,5
8085,2,5,7
809,1,1,1
8994,2,4,7
2833,1,3,2
6582,2,2,2
6131,2,1,5
1830,1,3,2
8247,2,2,4
1239,1,2,1
5527,2,1,5
9657,2,2,7
8261,2,3,3
342,1,1,8
1753,1,2,10
1174,1,3,2
2773,1,3,1
4730,1,1,6
3553,1,2,8
5881,2,2,2
3110,1,1,9
5338,2,1,6
1444,1,2,3
2426,1,3,4
7417,2,1,6
6041,2,1,1
7722,2,5,5
3446,1,1,9
9553,2,4,3
717,1,1,9
1434,1,2,5
3950,1,1,2
1958,1,2,10
6404,2,5,6
5430,2,2,7
4158,1,2,8
9967,2,1,1
1629,1,3,6
5358,2,1,2
4463,1,1,8
7908,2,1,4
6183,2,2,3
8814,2,4,3
6721,2,2,6
5561,2,3,2
4553,1,1,8
8054,2,4,7
5275,2,3,7
4392,1,2,8
5494,2,2,3
1055,1,3,10
3483,1,2,8
8226,2,3,3
2219,1,1,10
271,1,3,10
7175,2,5,5
4800,1,1,1
4026,1,1,3
3897,1,3,6
1309,1,2,2
8074,2,2,6
6952,2,3,6
3292,1,3,6
4189,1,2,9
5851,2,3,2
6693,2,4,4
9976,2,5,1
3422,1,2,6
5185,2,1,3
7819,2,1,2
7251,2,1,2
9312,2,2,4
5818,2,3,3
6399,2,5,4
3885,1,2,7
6762,2,1,3
9464,2,4,1
9098,2,2,1
723,1,1,5
3381,1,1,10
3103,1,1,8
9830,2,1,5
7338,2,3,4
1116,1,2,2
7617,2,2,5
6659,2,4,5
7144,2,2,1
4949,1,2,6
132,1,1,9
489,1,2,8
4711,1,3,7
5770,2,1,6
738,1,3,5
1425,1,1,6
7955,2,1,5
4865,1,2,3
8039,2,5,6
209,1,2,7
2419,1,1,7
6719,2,4,5
1173,1,1,5
933,1,1,6
3647,1,2,1
3740,1,1,2
6018,2,4,1
2039,1,2,1
795,1,3,4
6193,2,1,7
644,1,1,9
9065,2,4,5
8390,2,4,1
8273,2,3,6
2596,1,1,2
4672,1,2,3
2841,1,1,1
348,1,2,4
7804,2,3,5
6172,2,1,5
9186,2,5,2
2976,1,3,10
5691,2,3,2
5265,2,3,2
8492,2,2,5
2146,1,3,5
176,1,1,9
3217,1,1,8
6301,2,1,4
4345,1,1,8
5380,2,2,7
1402,1,2,2
7822,2,4,4
2852,1,2,9
2120,1,2,9
9047,2,5,6
2952,1,2,3
6640,2,2,2
3924,1,1,4
3650,1,1,7
3070,1,1,3
3055,1,3,7
2617,1,3,2
4173,1,1,2
7913,2,4,7
2237,1,2,10
1545,1,3,9
7477,2,4,3
4432,1,3,6
5501,2,5,1
7518,2,5,7
2760,1,3,10
1558,1,2,8
7331,2,2,2
7011,2,1,2
6226,2,5,7
9534,2,3,6
1534,1,2,5
545,1,2,1
2990,1,2,10
3775,1,2,7
4936,1,3,6
1727,1,1,4
7104,2,1,3
2111,1,3,3
1959,1,3,10
4771,1,2,5
9892,2,1,7
7814,2,5,1
8342,2,3,1
807,1,1,9
472,1,1,5
5059,2,1,7
3756,1,1,5
5071,2,3,7
6652,2,5,6
9452,2,4,5
913,1,3,3
345,1,2,1
1865,1,2,10
1391,1,2,8
6168,2,4,3
3013,1,2,3
8454,2,4,6
3592,1,2,7
4287,1,3,9
503,1,2,3
6166,2,2,5
8737,2,5,5
100,1,3,7
2607,1,2,6
4811,1,3,8
193,1,2,6
4599,1,1,7
7221,2,3,6
8213,2,1,7
4856,1,2,5
5276,2,5,3
7641,2,2,1
8374,2,5,6
9258,2,1,5
9201,2,2,7
9841,2,3,3
3834,1,2,4
8383,2,1,3
9475,2,3,2
6074,2,2,5
937,1,2,2
5397,2,4,3
9672,2,5,1
9411,2,2,6
390,1,2,4
2351,1,2,6
7894,2,2,3
9993,2,5,4
9008,2,2,4
273,1,3,5
7818,2,5,5
178,1,3,6
7678,2,5,3
8864,2,5,2
9054,2,1,7
4177,1,2,5
8883,2,3,3
8769,2,4,3
8299,2,3,6
2288,1,3,7
3443,1,2,3
2812,1,2,6
59,1,3,8
6075,2,1,4
654,1,1,4
286,1,3,6
9702,2,1,3
6248,2,3,3
9914,2,5,4
979,1,2,7
7000,2,3,7
4972,1,3,6
992,1,3,4
4169,1,3,7
477,1,2,6
9037,2,2,7
6960,2,5,4
354,1,1,1
4411,1,1,7
6423,2,4,7
8112,2,4,4
3663,1,1,9
601,1,2,7
5645,2,4,1
706,1,1,9
4263,1,2,1
8596,2,3,2
8336,2,5,7
9272,2,2,7
138,1,3,5
9937,2,1,7
4814,1,2,3
7009,2,5,2
2673,1,2,3
3268,1,1,9
8083,2,5,5
7113,2,3,1
9449,2,4,4
7274,2,1,5
414,1,3,8
8942,2,3,6
6843,2,1,1
6424,2,2,6
1832,1,2,1
3506,1,2,6
4374,1,3,4
2324,1,2,7
8484,2,1,3
9377,2,1,3
6186,2,2,7
8635,2,5,2
3668,1,2,10
3522,1,1,2
7192,2,1,7
1630,1,1,2
341,1,1,7
9105,2,3,5
125,1,2,5
205,1,3,9
1105,1,2,2
8170,2,3,4
6839,2,1,3
2735,1,3,7
8995,2,1,1
1843,1,3,10
5658,2,5,7
2045,1,3,4
75,1,3,8
7409,2,5,2
893,1,2,8
8739,2,2,2
579,1,3,5
4803,1,1,2
4381,1,3,10
6081,2,4,4
375,1,1,4
207,1,1,4
8425,2,5,7
4238,1,1,1
7296,2,5,1
2409,1,2,4
5003,1,1,3
1912,1,2,6
2831,1,3,10
7257,2,3,2
7366,2,4,6
5700,2,3,3
23,1,3,10
3040,1,2,3
1301,1,3,6
9174,2,1,1
1801,1,1,8
8854,2,3,1
7650,2,1,1
9597,2,5,5
4242,1,1,8
5344,2,4,1
1277,1,1,3
7490,2,3,3
5805,2,4,3
2483,1,1,8
2701,1,2,8
8515,2,1,7
850,1,1,3
2610,1,3,7
566,1,3,7
8420,2,4,7
813,1,3,10
5668,2,3,3
5611,2,4,2
6740,2,5,5
967,1,2,3
8379,2,4,1
2501,1,1,10
5010,1,2,4
6848,2,3,1
3412,1,2,2
4244,1,2,10
3037,1,1,9
2073,1,1,3
5281,2,4,3
6753,2,1,3
2715,1,3,1
3209,1,3,7
9502,2,1,2
4595,1,2,7
6902,2,4,1
6844,2,4,2
7573,2,3,3
4985,1,3,4
3366,1,1,8
736,1,2,2
4977,1,1,2
8126,2,4,1
6694,2,4,7
3410,1,1,9
1940,1,3,7
534,1,2,9
5102,2,1,7
7174,2,5,4
6785,2,4,5
8431,2,3,6
7654,2,1,3
1539,1,1,1
6506,2,5,7
4472,1,3,10
5458,2,2,6
8465,2,3,4
9577,2,1,3
2680,1,3,6
4383,1,1,1
3079,1,2,5
6052,2,1,5
2685,1,2,7
9372,2,2,3
5031,1,1,6
8507,2,1,5
2956,1,2,6
4892,1,2,10
3299,1,1,5
9220,2,4,1
332,1,1,7
3974,1,3,4
2816,1,1,1
7642,2,5,3
622,1,1,1
5890,2,3,2
4443,1,1,3
4008,1,3,9
51,1,1,9
8341,2,1,7
4111,1,1,7
9746,2,5,4
8102,2,5,7
1390,1,3,5
4842,1,3,4
4128,1,3,7
2918,1,3,6
8703,2,2,6
4285,1,2,10
8174,2,4,4
6431,2,1,3
5703,2,1,5
4973,1,3,7
6810,2,1,1
683,1,1,4
3409,1,3,2
352,1,2,7
5608,2,2,1
5421,2,4,6
9778,2,3,5
9125,2,1,5
9810,2,2,5
2006,1,1,10
2471,1,2,5
1647,1,1,7
87,1,2,5
962,1,1,5
9726,2,1,6
3386,1,1,3
7880,2,2,1
3266,1,2,8
240,1,2,9
9659,2,5,1
3777,1,3,5
8535,2,3,1
6134,2,4,2
5145,2,3,3
4501,1,3,3
830,1,3,2
8917,2,4,1
6711,2,5,2
291,1,2,9
3004,1,1,8
5459,2,1,2
9711,2,4,7
9233,2,1,3
6577,2,5,7
3767,1,2,7
3626,1,1,1
2810,1,2,9
578,1,3,9
1366,1,2,4
4139,1,3,10
6820,2,1,4
7921,2,4,5
2713,1,3,3
9182,2,3,1
3315,1,1,4
9918,2,1,5
7341,2,4,4
8540,2,3,1
973,1,3,8
2932,1,2,6
709,1,2,7
6732,2,1,6
2304,1,2,6
1292,1,3,6
5824,2,4,7
1927,1,3,9
7967,2,3,5
1632,1,1,5
7827,2,4,1
7572,2,3,4
1171,1,1,7
9283,2,5,2
2779,1,1,7
8346,2,4,6
7238,2,2,6
2378,1,1,2
9771,2,2,2
6760,2,5,7
7857,2,1,3
5152,2,5,5
4448,1,3,7
1161,1,3,3
3586,1,2,3
3771,1,1,1
1026,1,2,9
27,1,3,10
5310,2,4,3
7248,2,2,6
6289,2,4,6
5734,2,1,5
5891,2,1,6
2767,1,3,5
5226,2,4,2
7540,2,5,2
7687,2,4,5
1247,1,1,7
8592,2,4,2
9332,2,1,4
5063,2,5,3
9228,2,3,7
1746,1,2,10
4819,1,3,2
9324,2,5,1
2896,1,3,1
9172,2,2,1
8696,2,2,4
5057,2,5,5
8557,2,2,6
6516,2,1,4
1820,1,2,10
1244,1,2,10
1890,1,2,10
5574,2,1,7
1236,1,2,5
2694,1,2,5
429,1,3,1
4827,1,3,4
7775,2,5,5
9444,2,2,1
956,1,3,4
6981,2,5,5
6534,2,2,5
9525,2,4,6
8962,2,3,6
919,1,2,4
8311,2,5,4
4032,1,1,3
2109,1,3,7
3396,1,2,10
5702,2,3,5
5311,2,3,7
2389,1,1,2
7375,2,3,6
8938,2,4,7
5043,2,5,5
7701,2,5,5
9450,2,3,4
6014,2,4,3
1380,1,3,4
3568,1,3,1
1004,1,2,10
50,1,2,1
9793,2,4,4
4993,1,3,3
8884,2,4,6
8539,2,3,7
6348,2,5,6
1509,1,2,5
3697,1,2,10
2964,1,1,10
3314,1,3,1
7215,2,3,5
